id_bioguide,term_number,term_id,term_type,term_start,term_end,state,district,class,party,how,url,address,phone,fax,contact_form,office,state_rank,rss_url,caucus
H000350,3,H000350-3,rep,1905-12-04,1907-03-03,IA,4,,Republican,,,,,,,,,,
H000379,3,H000379-3,rep,1913-04-07,1915-03-03,OR,1,,Republican,,,,,,,,,,
H000669,3,H000669-3,rep,1925-12-07,1927-03-04,KS,4,,Republican,,,,,,,,,,
H000702,3,H000702-3,rep,1931-12-07,1933-03-03,IN,12,,Republican,,,,,,,,,,
H000708,3,H000708-3,rep,1929-04-15,1931-03-03,IL,18,,Republican,,,,,,,,,,
H000826,3,H000826-3,rep,1931-12-07,1933-03-03,DE,0,,Republican,,,,,,,,,,
H000940,3,H000940-3,rep,1913-04-07,1915-03-03,TN,4,,Democrat,,,,,,,,,,
H000944,3,H000944-3,rep,1929-04-15,1931-03-03,IL,2,,Republican,,,,,,,,,,
H000946,3,H000946-3,rep,1929-04-15,1931-03-03,IL,16,,Republican,,,,,,,,,,
J000114,3,J000114-3,rep,1919-05-19,1921-03-03,WA,3,,Republican,,,,,,,,,,
J000173,3,J000173-3,rep,1921-04-11,1923-03-03,SD,2,,Republican,,,,,,,,,,
J000181,3,J000181-3,rep,1931-12-07,1933-03-03,IL,13,,Republican,,,,,,,,,,
K000097,3,K000097-3,rep,1925-12-07,1927-03-04,PA,24,,Republican,,,,,,,,,,
K000151,3,K000151-3,rep,1927-12-05,1929-03-03,MI,4,,Republican,,,,,,,,,,
K000314,3,K000314-3,rep,1927-12-05,1929-03-03,IA,1,,Republican,,,,,,,,,,
K000342,3,K000342-3,rep,1927-12-05,1929-03-03,IL,8,,Democrat,,,,,,,,,,
L000007,3,L000007-3,rep,1925-12-07,1927-03-04,NY,20,,American Labor,,,,,,,,,,
L000082,3,L000082-3,rep,1925-12-07,1927-03-04,GA,11,,Democrat,,,,,,,,,,
L000103,3,L000103-3,rep,1923-12-03,1925-03-03,GA,12,,Democrat,,,,,,,,,,
L000184,3,L000184-3,rep,1929-04-15,1931-03-03,MT,2,,Republican,,,,,,,,,,
L000340,3,L000340-3,rep,1917-04-02,1919-03-03,MD,4,,Democrat,,,,,,,,,,
L000433,3,L000433-3,rep,1909-03-15,1911-03-03,OH,1,,Republican,,,,,,,,,,
M000055,3,M000055-3,rep,1931-12-07,1933-03-03,PA,17,,Republican,,,,,,,,,,
M000074,3,M000074-3,rep,1927-12-05,1929-03-03,MO,7,,Democrat,,,,,,,,,,
M000098,3,M000098-3,rep,1929-04-15,1931-03-03,MO,15,,Republican,,,,,,,,,,
M000539,3,M000539-3,rep,1913-04-07,1915-03-03,MI,9,,Republican,,,,,,,,,,
M000887,3,M000887-3,rep,1927-12-05,1929-03-03,OH,20,,Democrat,,,,,,,,,,
M000894,3,M000894-3,rep,1925-12-07,1927-03-04,OH,15,,Republican,,,,,,,,,,
M000905,3,M000905-3,rep,1931-12-07,1933-03-03,KY,3,,Democrat,,,,,,,,,,
M001089,3,M001089-3,rep,1925-12-07,1927-03-04,OH,18,,Republican,,,,,,,,,,
N000038,3,N000038-3,rep,1927-12-05,1929-03-03,ME,3,,Republican,,,,,,,,,,
N000039,3,N000039-3,rep,1911-04-04,1913-03-03,WI,2,,Republican,,,,,,,,,,
P000499,3,P000499-3,rep,1931-12-07,1933-03-03,NY,27,,Republican,,,,,,,,,,
P000573,3,P000573-3,rep,1923-12-03,1925-03-03,IN,9,,Republican,,,,,,,,,,
Q000014,3,Q000014-3,rep,1919-05-19,1921-03-03,MS,7,,Democrat,,,,,,,,,,
R000031,3,R000031-3,rep,1921-04-11,1923-03-03,IA,6,,Republican,,,,,,,,,,
R000347,3,R000347-3,rep,1909-03-15,1911-03-03,AR,6,,Democrat,,,,,,,,,,
R000352,3,R000352-3,rep,1929-04-15,1931-03-03,IA,3,,Republican,,,,,,,,,,
R000549,3,R000549-3,rep,1931-12-07,1933-03-03,GA,6,,Democrat,,,,,,,,,,
S000032,3,S000032-3,rep,1923-12-03,1925-03-03,NY,39,,Republican,,,,,,,,,,
S000113,3,S000113-3,rep,1921-04-11,1923-03-03,MN,10,,Republican,,,,,,,,,,
S000387,3,S000387-3,rep,1923-12-03,1925-03-03,PA,29,,Republican,,,,,,,,,,
S000419,3,S000419-3,rep,1929-04-15,1931-03-03,NE,6,,Republican,,,,,,,,,,
U000006,3,U000006-3,rep,1927-12-05,1929-03-03,MA,9,,Republican,,,,,,,,,,
S000511,3,S000511-3,rep,1919-05-19,1921-03-03,ID,2,,Republican,,,,,,,,,,
S000777,3,S000777-3,rep,1909-03-15,1911-03-03,WI,5,,Republican,,,,,,,,,,
S000895,3,S000895-3,rep,1923-12-03,1925-03-03,SC,5,,Democrat,,,,,,,,,,
S001011,3,S001011-3,rep,1925-12-07,1927-03-04,KS,5,,Republican,,,,,,,,,,
S001067,3,S001067-3,rep,1925-12-07,1927-03-04,WA,4,,Republican,,,,,,,,,,
S001123,3,S001123-3,rep,1927-12-05,1929-03-03,CA,11,,Republican,,,,,,,,,,
T000119,3,T000119-3,rep,1919-05-19,1921-03-03,PA,24,,Republican,,,,,,,,,,
T000142,3,T000142-3,rep,1929-04-15,1931-03-03,KY,5,,Republican,,,,,,,,,,
T000279,3,T000279-3,rep,1917-04-02,1919-03-03,CT,3,,Republican,,,,,,,,,,
T000281,3,T000281-3,rep,1921-04-11,1923-03-03,CO,2,,Republican,,,,,,,,,,
T000399,3,T000399-3,rep,1895-12-02,1897-03-03,VA,10,,Democrat,,,,,,,,,,
V000092,3,V000092-3,rep,1923-12-03,1925-03-03,IN,8,,Republican,,,,,,,,,,
V000101,3,V000101-3,rep,1929-04-15,1931-03-03,MI,8,,Republican,,,,,,,,,,
W000104,3,W000104-3,sen,1931-12-07,1933-12-31,MT,,2,Democrat,,,,,,,,,,
W000185,3,W000185-3,rep,1921-04-11,1923-03-03,NH,2,,Republican,,,,,,,,,,
W000289,3,W000289-3,rep,1929-04-15,1931-03-03,PA,6,,Republican,,,,,,,,,,
W000438,3,W000438-3,rep,1915-12-06,1917-03-03,AK,0,,Republican,,,,,,,,,,
W000501,3,W000501-3,rep,1927-12-05,1929-03-03,TX,13,,Democrat,,,,,,,,,,
W000553,3,W000553-3,rep,1927-12-05,1929-03-03,SD,3,,Republican,,,,,,,,,,
W000706,3,W000706-3,rep,1921-04-11,1923-03-03,IN,10,,Republican,,,,,,,,,,
W000773,3,W000773-3,rep,1923-12-03,1925-03-03,GA,4,,Democrat,,,,,,,,,,
W000775,3,W000775-3,rep,1927-12-05,1929-03-03,TX,14,,Republican,,,,,,,,,,
W000776,3,W000776-3,rep,1927-12-05,1929-03-03,PA,31,,Republican,,,,,,,,,,
Y000011,3,Y000011-3,rep,1925-12-07,1927-03-04,IL,-1,,Republican,,,,,,,,,,
A000015,3,A000015-3,rep,1927-12-05,1929-03-03,NC,3,,Democrat,,,,,,,,,,
A000156,3,A000156-3,rep,1929-04-15,1931-03-03,AL,7,,Democrat,,,,,,,,,,
A000162,3,A000162-3,rep,1921-04-11,1923-03-03,AL,8,,Democrat,,,,,,,,,,
A000338,3,A000338-3,rep,1931-12-07,1933-03-03,NJ,11,,Democrat,,,,,,,,,,
A000354,3,A000354-3,rep,1923-12-03,1925-03-03,KS,8,,Democrat,,,,,,,,,,
B000290,3,B000290-3,rep,1933-03-09,1935-01-03,PA,2,,Republican,,,,,,,,,,
B000307,3,B000307-3,rep,1927-12-05,1929-03-03,ME,1,,Republican,,,,,,,,,,
B000505,3,B000505-3,rep,1929-04-15,1931-03-03,NY,5,,Democrat,,,,,,,,,,
B000704,3,B000704-3,rep,1931-12-07,1933-03-03,WV,2,,Republican,,,,,,,,,,
B000767,3,B000767-3,rep,1923-12-03,1925-03-03,GA,8,,Democrat,,,,,,,,,,
B000826,3,B000826-3,rep,1925-12-07,1927-03-04,TX,7,,Democrat,,,,,,,,,,
B000847,3,B000847-3,rep,1919-05-19,1921-03-03,IL,9,,Republican,,,,,,,,,,
B000959,3,B000959-3,rep,1929-04-15,1931-03-03,TN,8,,Democrat,,,,,,,,,,
B000978,3,B000978-3,rep,1931-12-07,1933-03-03,PA,13,,Republican,,,,,,,,,,
B001045,3,B001045-3,sen,1933-03-09,1939-01-03,OH,,3,Democrat,,,,,,,,,,
B001163,3,B001163-3,rep,1929-04-15,1931-03-03,MS,4,,Democrat,,,,,,,,,,
C000149,3,C000149-3,rep,1933-03-09,1935-01-03,NY,8,,Democrat,,,,,,,,,,
C000387,3,C000387-3,rep,1933-03-09,1935-01-03,CA,9,,Democrat,,,,,,,,,,
C000465,3,C000465-3,rep,1929-04-15,1931-03-03,NY,34,,Republican,,,,,,,,,,
C000566,3,C000566-3,rep,1933-03-09,1935-01-03,PA,20,,Republican,,,,,,,,,,
C000698,3,C000698-3,rep,1927-12-05,1929-03-03,PA,5,,Republican,,,,,,,,,,
D000316,3,D000316-3,rep,1915-12-06,1917-03-03,MO,6,,Democrat,,,,,,,,,,
D000459,3,D000459-3,rep,1931-12-07,1933-03-03,MA,10,,Democrat,,,,,,,,,,
E000053,3,E000053-3,rep,1919-05-19,1921-03-03,PA,4,,Republican,,,,,,,,,,
E000261,3,E000261-3,rep,1933-03-09,1935-01-03,CA,11,,Republican,,,,,,,,,,
F000200,3,F000200-3,sen,1927-12-05,1933-03-03,FL,,3,Democrat,,,,,,,,,,
F000294,3,F000294-3,rep,1931-12-07,1933-03-03,MA,3,,Republican,,,,,,,,,,
F000355,3,F000355-3,rep,1919-05-19,1921-03-03,WI,10,,Republican,,,,,,,,,,
G000074,3,G000074-3,rep,1909-03-15,1911-03-03,TX,15,,Democrat,,,,,,,,,,
H000333,3,H000333-3,rep,1923-12-03,1925-03-03,OK,2,,Democrat,,,,,,,,,,
H000764,3,H000764-3,rep,1931-12-07,1933-03-03,MI,3,,Republican,,,,,,,,,,
H000836,3,H000836-3,rep,1929-04-15,1931-03-03,NE,3,,Democrat,,,,,,,,,,
J000053,3,J000053-3,rep,1921-04-11,1923-03-03,MI,12,,Republican,,,,,,,,,,
J000068,3,J000068-3,rep,1927-12-05,1929-03-03,AL,4,,Democrat,,,,,,,,,,
K000076,3,K000076-3,rep,1921-04-11,1923-03-03,PA,30,,Republican,,,,,,,,,,
K000085,3,K000085-3,rep,1931-12-07,1933-03-03,LA,6,,Democrat,,,,,,,,,,
K000344,3,K000344-3,rep,1929-04-15,1931-03-03,PA,21,,Republican,,,,,,,,,,
L000325,3,L000325-3,rep,1929-04-15,1931-03-03,NY,3,,Democrat,,,,,,,,,,
L000409,3,L000409-3,rep,1931-12-07,1933-03-03,CT,1,,Democrat,,,,,,,,,,
L000489,3,L000489-3,rep,1929-04-15,1931-03-03,MO,2,,Democrat,,,,,,,,,,
M000073,3,M000073-3,rep,1933-03-09,1935-01-03,IL,21,,Democrat,,,,,,,,,,
M000338,3,M000338-3,rep,1921-04-11,1923-03-03,OK,7,,Democrat,,,,,,,,,,
M000434,3,M000434-3,rep,1921-04-11,1923-03-03,PA,14,,Republican,,,,,,,,,,
M000511,3,M000511-3,rep,1925-12-07,1927-03-04,OK,4,,Democrat,,,,,,,,,,
M000766,3,M000766-3,rep,1927-12-05,1929-03-03,MO,3,,Democrat,,,,,,,,,,
M000939,3,M000939-3,rep,1929-04-15,1931-03-03,NE,1,,Democrat,,,,,,,,,,
O000072,3,O000072-3,rep,1929-04-15,1931-03-03,NY,23,,Democrat,,,,,,,,,,
P000062,3,P000062-3,rep,1919-05-19,1921-03-03,NY,29,,Republican,,,,,,,,,,
P000174,3,P000174-3,rep,1929-04-15,1931-03-03,WI,11,,Republican,,,,,,,,,,
P000474,3,P000474-3,rep,1907-12-02,1909-03-03,NC,4,,Democrat,,,,,,,,,,
P000495,3,P000495-3,rep,1929-04-15,1931-03-03,NY,11,,Democrat,,,,,,,,,,
R000009,3,R000009-3,rep,1929-04-15,1931-03-03,AR,5,,Democrat,,,,,,,,,,
R000014,3,R000014-3,rep,1909-03-15,1911-03-03,IL,20,,Democrat,,,,,,,,,,
R000145,3,R000145-3,rep,1929-04-15,1931-03-03,IL,11,,Republican,,,,,,,,,,
S000280,3,S000280-3,rep,1923-12-03,1925-03-03,NE,5,,Democrat,,,,,,,,,,
S000442,3,S000442-3,rep,1925-12-07,1927-03-04,ND,3,,Republican,,,,,,,,,,
S000783,3,S000783-3,rep,1929-04-15,1931-03-03,NY,37,,Republican,,,,,,,,,,
S001015,3,S001015-3,rep,1923-12-03,1925-03-03,PA,27,,Republican,,,,,,,,,,
S001089,3,S001089-3,rep,1927-12-05,1929-03-03,OK,5,,Democrat,,,,,,,,,,
S001114,3,S001114-3,rep,1933-03-09,1935-01-03,PA,26,,Republican,,,,,,,,,,
W000201,3,W000201-3,rep,1921-04-11,1923-03-03,PA,8,,Republican,,,,,,,,,,
A000240,3,A000240-3,rep,1927-12-05,1929-03-03,MA,6,,Republican,,,,,,,,,,
A000300,3,A000300-3,rep,1929-04-15,1931-03-03,IL,23,,Democrat,,,,,,,,,,
A000319,3,A000319-3,sen,1929-04-15,1935-01-03,AZ,,1,Democrat,,,,,,,,,,
B000009,3,B000009-3,rep,1921-04-11,1923-03-03,NJ,2,,Republican,,,,,,,,,,
B000549,3,B000549-3,rep,1923-12-03,1925-03-03,TX,17,,Democrat,,,,,,,,,,
B000981,3,B000981-3,rep,1935-01-03,1937-01-03,NY,2,,Democrat,,,,,,,,,,
B001020,3,B001020-3,rep,1933-03-09,1935-01-03,IL,12,,Republican,,,,,,,,,,
B001217,3,B001217-3,rep,1915-12-06,1917-03-03,TN,6,,Democrat,,,,,,,,,,
C000673,3,C000673-3,rep,1935-01-03,1937-01-03,RI,1,,Democrat,,,,,,,,,,
C000757,3,C000757-3,rep,1921-04-11,1923-03-03,OH,19,,Republican,,,,,,,,,,
C000785,3,C000785-3,rep,1929-04-15,1931-03-03,NY,28,,Democrat,,,,,,,,,,
C000931,3,C000931-3,rep,1935-01-03,1937-01-03,TX,11,,Democrat,,,,,,,,,,
D000460,3,D000460-3,rep,1933-03-09,1935-01-03,PA,19,,Republican,,,,,,,,,,
E000003,3,E000003-3,rep,1919-05-19,1921-03-03,TX,8,,Democrat,,,,,,,,,,
G000372,3,G000372-3,rep,1935-01-03,1937-01-03,MA,2,,Democrat,,,,,,,,,,
G000448,3,G000448-3,rep,1933-03-09,1935-01-03,KY,0,,Democrat,,,,,,,,,,
G000457,3,G000457-3,rep,1923-12-03,1925-03-03,NY,22,,Democrat,,,,,,,,,,
G000518,3,G000518-3,rep,1929-04-15,1931-03-03,PI,0,,,,,,,,,,,,
H000031,3,H000031-3,sen,1935-01-03,1941-01-03,ME,,1,Republican,,,,,,,,,,
H000607,3,H000607-3,rep,1929-04-15,1931-03-03,WA,5,,Democrat,,,,,,,,,,
H000903,3,H000903-3,rep,1921-04-11,1923-03-03,AL,9,,Democrat,,,,,,,,,,
K000002,3,K000002-3,rep,1931-12-07,1933-03-03,CA,4,,Republican,,,,,,,,,,
K000216,3,K000216-3,sen,1923-12-03,1929-03-03,UT,,1,Democrat,,,,,,,,,,
L000222,3,L000222-3,rep,1921-04-11,1923-03-03,NJ,10,,Republican,,,,,,,,,,
M000427,3,M000427-3,rep,1925-12-07,1927-03-04,AL,1,,Democrat,,,,,,,,,,
M000604,3,M000604-3,rep,1927-12-05,1929-03-03,SC,4,,Democrat,,,,,,,,,,
M000663,3,M000663-3,rep,1923-12-03,1925-03-03,CT,4,,Republican,,,,,,,,,,
M000862,3,M000862-3,rep,1935-01-03,1937-01-03,LA,3,,Democrat,,,,,,,,,,
O000077,3,O000077-3,rep,1921-04-11,1923-03-03,AL,6,,Democrat,,,,,,,,,,
P000075,3,P000075-3,rep,1927-12-05,1929-03-03,AR,7,,Democrat,,,,,,,,,,
P000237,3,P000237-3,rep,1927-12-05,1929-03-03,NJ,6,,Republican,,,,,,,,,,
P000372,3,P000372-3,sen,1929-04-15,1935-01-03,NV,,1,Democrat,,,,,,,,,,
R000061,3,R000061-3,rep,1925-12-07,1927-03-04,PA,3,,Republican,,,,,,,,,,
R000408,3,R000408-3,rep,1935-01-03,1937-01-03,NH,1,,Democrat,,,,,,,,,,
S000043,3,S000043-3,rep,1927-12-05,1929-03-03,LA,4,,Democrat,,,,,,,,,,
S000211,3,S000211-3,rep,1921-04-11,1923-03-03,FL,4,,Democrat,,,,,,,,,,
T000353,3,T000353-3,sen,1935-01-03,1936-05-08,FL,,1,Democrat,,,,,,,,,,
T000433,3,T000433-3,rep,1935-01-03,1937-01-03,PA,12,,Republican,,,,,,,,,,
U000012,3,U000012-3,rep,1929-04-15,1931-03-03,OH,11,,Democrat,,,,,,,,,,
W000608,3,W000608-3,rep,1921-04-11,1923-03-03,LA,5,,Democrat,,,,,,,,,,
B000941,3,B000941-3,sen,1937-01-05,1943-01-03,MI,,2,Democrat,,,,,,,,,,
B000019,3,B000019-3,rep,1929-04-15,1931-03-03,NY,1,,Republican,,,,,,,,,,
B000598,3,B000598-3,rep,1937-01-05,1939-01-03,WI,7,,Progressive,,,,,,,,,,
B000634,3,B000634-3,sen,1925-12-07,1931-03-03,ID,,2,Republican,,,,,,,,,,
B000726,3,B000726-3,rep,1929-04-15,1931-03-03,NY,15,,Democrat,,,,,,,,,,
B001006,3,B001006-3,rep,1919-05-19,1921-03-03,TX,10,,Democrat,,,,,,,,,,
B001215,3,B001215-3,rep,1917-04-02,1919-03-03,SC,2,,Democrat,,,,,,,,,,
C000694,3,C000694-3,rep,1929-04-15,1931-03-03,MA,7,,Democrat,,,,,,,,,,
D000503,3,D000503-3,rep,1927-12-05,1929-03-03,AR,1,,Democrat,,,,,,,,,,
F000205,3,F000205-3,rep,1935-01-03,1937-01-03,OH,8,,Democrat,,,,,,,,,,
F000230,3,F000230-3,rep,1915-12-06,1917-03-03,PA,17,,Republican,,,,,,,,,,
F000408,3,F000408-3,rep,1935-01-03,1937-01-03,AR,3,,Democrat,,,,,,,,,,
G000035,3,G000035-3,rep,1929-04-15,1931-03-03,MD,5,,Democrat,,,,,,,,,,
G000092,3,G000092-3,rep,1929-04-15,1931-03-03,SC,6,,Democrat,,,,,,,,,,
G000395,3,G000395-3,rep,1933-03-09,1935-01-03,IN,10,,Democrat,,,,,,,,,,
G000437,3,G000437-3,rep,1929-04-15,1931-03-03,IN,2,,Democrat,,,,,,,,,,
G000483,3,G000483-3,rep,1937-01-05,1939-01-03,IN,5,,Democrat,,,,,,,,,,
H000147,3,H000147-3,rep,1935-01-03,1937-01-03,NC,5,,Democrat,,,,,,,,,,
H000209,3,H000209-3,rep,1937-01-05,1939-01-03,OH,3,,Democrat,,,,,,,,,,
H000265,3,H000265-3,rep,1917-04-02,1919-03-03,MS,6,,Democrat,,,,,,,,,,
K000283,3,K000283-3,rep,1937-01-05,1939-01-03,OH,5,,Democrat,,,,,,,,,,
K000350,3,K000350-3,rep,1935-01-03,1937-01-03,MN,7,,Farmer-Labor,,,,,,,,,,
L000038,3,L000038-3,rep,1937-01-05,1939-01-03,NC,8,,Democrat,,,,,,,,,,
L000040,3,L000040-3,rep,1937-01-05,1939-01-03,OH,12,,Democrat,,,,,,,,,,
L000277,3,L000277-3,rep,1931-12-07,1933-03-03,MD,6,,Democrat,,,,,,,,,,
L000284,3,L000284-3,sen,1937-01-05,1939-12-31,IL,,2,Democrat,,,,,,,,,,
L000514,3,L000514-3,sen,1937-01-05,1941-01-03,MN,,2,Farmer-Labor,,,,,,,,,,
M000709,3,M000709-3,rep,1937-01-05,1939-01-03,NY,25,,Republican,,,,,,,,,,
M000738,3,M000738-3,sen,1937-01-05,1941-12-31,AR,,2,Democrat,,,,,,,,,,
M000823,3,M000823-3,rep,1937-01-05,1939-01-03,TN,4,,Democrat,,,,,,,,,,
M000861,3,M000861-3,rep,1919-05-19,1921-03-03,VA,3,,Democrat,,,,,,,,,,
N000139,3,N000139-3,rep,1909-03-15,1911-03-03,NE,5,,Republican,,,,,,,,,,
O000030,3,O000030-3,rep,1929-04-15,1931-03-03,NY,16,,Democrat,,,,,,,,,,
P000046,3,P000046-3,rep,1933-03-09,1935-01-03,MD,3,,Democrat,,,,,,,,,,
P000268,3,P000268-3,rep,1937-01-05,1939-01-03,IN,3,,Democrat,,,,,,,,,,
R000155,3,R000155-3,rep,1931-12-07,1933-03-03,WI,6,,Democrat,,,,,,,,,,
S000037,3,S000037-3,rep,1927-12-05,1929-03-03,TX,3,,Democrat,,,,,,,,,,
S000137,3,S000137-3,rep,1929-04-15,1931-03-03,WI,9,,Republican,,,,,,,,,,
S000337,3,S000337-3,rep,1909-03-15,1911-03-03,TX,1,,Democrat,,,,,,,,,,
S000652,3,S000652-3,rep,1921-04-11,1923-03-03,NY,31,,Republican,,,,,,,,,,
T000257,3,T000257-3,rep,1931-12-07,1933-03-03,IA,8,,Republican,,,,,,,,,,
V000106,3,V000106-3,rep,1931-12-07,1933-03-03,KY,9,,Democrat,,,,,,,,,,
A000306,3,A000306-3,rep,1913-04-07,1915-03-03,OH,17,,Democrat,,,,,,,,,,
B000113,3,B000113-3,rep,1923-12-03,1925-03-03,AL,10,,Democrat,,,,,,,,,,
B000606,3,B000606-3,rep,1935-01-03,1937-01-03,OH,22,,Republican,,,,,,,,,,
C000038,3,C000038-3,rep,1939-01-03,1941-01-03,FL,3,,Democrat,,,,,,,,,,
C000886,3,C000886-3,rep,1933-03-09,1935-01-03,AR,4,,Democrat,,,,,,,,,,
C000940,3,C000940-3,rep,1937-01-05,1939-01-03,IN,9,,Democrat,,,,,,,,,,
C000985,3,C000985-3,rep,1939-01-03,1941-01-03,CO,2,,Democrat,,,,,,,,,,
D000063,3,D000063-3,rep,1921-04-11,1923-03-03,PA,6,,Republican,,,,,,,,,,
D000265,3,D000265-3,rep,1933-03-09,1935-01-03,LA,7,,Democrat,,,,,,,,,,
D000468,3,D000468-3,rep,1921-04-11,1923-03-03,IA,7,,Republican,,,,,,,,,,
D000551,3,D000551-3,rep,1939-01-03,1941-01-03,PA,34,,Democrat,,,,,,,,,,
F000086,3,F000086-3,rep,1937-01-05,1939-01-03,LA,1,,Democrat,,,,,,,,,,
G000158,3,G000158-3,rep,1929-04-15,1931-03-03,VT,2,,Republican,,,,,,,,,,
H000824,3,H000824-3,rep,1941-01-03,1943-01-03,KS,5,,Democrat,,,,,,,,,,
G000265,3,G000265-3,rep,1927-12-05,1929-03-03,MD,1,,Democrat,,,,,,,,,,
I000002,3,I000002-3,rep,1939-01-03,1941-01-03,PR,0,,Coalitionist,,,,,,,,,,
J000236,3,J000236-3,rep,1923-12-03,1925-03-03,TX,18,,Democrat,,,,,,,,,,
K000056,3,K000056-3,rep,1937-01-05,1939-01-03,IL,25,,Democrat,,,,,,,,,,
K000101,3,K000101-3,rep,1937-01-05,1939-01-03,MD,4,,Democrat,,,,,,,,,,
L000498,3,L000498-3,rep,1925-12-07,1927-03-04,MA,13,,Republican,,,,,,,,,,
M000119,3,M000119-3,rep,1919-05-19,1921-03-03,MI,5,,Republican,,,,,,,,,,
M000186,3,M000186-3,rep,1935-01-03,1937-01-03,CO,3,,Democrat,,,,,,,,,,
M000296,3,M000296-3,rep,1915-12-06,1917-03-03,IL,6,,Democrat,,,,,,,,,,
M000557,3,M000557-3,rep,1927-12-05,1929-03-03,MI,13,,Republican,,,,,,,,,,
M000572,3,M000572-3,rep,1931-12-07,1933-03-03,SC,1,,Democrat,,,,,,,,,,
M000598,3,M000598-3,rep,1929-04-15,1931-03-03,TN,3,,Democrat,,,,,,,,,,
N000176,3,N000176-3,sen,1939-01-03,1945-01-03,ND,,3,Republican,,,,,,,,,,
O000149,3,O000149-3,rep,1939-01-03,1941-01-03,GA,4,,Democrat,,,,,,,,,,
P000086,3,P000086-3,rep,1935-01-03,1937-01-03,IL,24,,Democrat,,,,,,,,,,
S000111,3,S000111-3,rep,1929-04-15,1931-03-03,WI,4,,Republican,,,,,,,,,,
S000228,3,S000228-3,rep,1929-04-15,1931-03-03,NJ,7,,Republican,,,,,,,,,,
S000452,3,S000452-3,rep,1933-03-09,1935-01-03,NY,14,,Democrat,,,,,,,,,,
S000530,3,S000530-3,sen,1927-12-05,1933-03-03,SC,,3,Democrat,,,,,,,,,,
S001051,3,S001051-3,rep,1923-12-03,1925-03-03,NY,13,,Democrat,,,,,,,,,,
T000083,3,T000083-3,rep,1925-12-07,1927-03-04,TN,2,,Republican,,,,,,,,,,
T000417,3,T000417-3,rep,1937-01-05,1939-01-03,TN,6,,Democrat,,,,,,,,,,
W000166,3,W000166-3,rep,1931-12-07,1933-03-03,NC,1,,Democrat,,,,,,,,,,
W000702,3,W000702-3,rep,1939-01-03,1941-01-03,MO,6,,Democrat,,,,,,,,,,
W000088,3,W000088-3,rep,1939-01-05,1940-12-19,WA,2,,Democrat,,,,,,,,,,
B000274,3,B000274-3,rep,1937-01-05,1939-01-03,IL,4,,Democrat,,,,,,,,,,
B000320,3,B000320-3,rep,1941-01-03,1943-01-03,NY,41,,Democrat,,,,,,,,,,
B000588,3,B000588-3,rep,1937-01-05,1939-01-03,IN,8,,Democrat,,,,,,,,,,
B000601,3,B000601-3,rep,1937-01-05,1939-01-03,PA,11,,Democrat,,,,,,,,,,
B001017,3,B001017-3,rep,1939-01-03,1941-01-03,CA,3,,Democrat,,,,,,,,,,
B001023,3,B001023-3,rep,1941-01-03,1943-01-03,MN,9,,Farmer-Labor,,,,,,,,,,
C000207,3,C000207-3,rep,1933-03-09,1935-01-03,OK,3,,Democrat,,,,,,,,,,
C000225,3,C000225-3,rep,1941-01-03,1943-01-03,MA,3,,Democrat,,,,,,,,,,
C000582,3,C000582-3,rep,1941-01-03,1943-01-03,NE,5,,Democrat,,,,,,,,,,
C000616,3,C000616-3,rep,1935-01-03,1937-01-03,MD,2,,Democrat,,,,,,,,,,
C000642,3,C000642-3,rep,1927-12-05,1929-03-03,MS,5,,Democrat,,,,,,,,,,
C000948,3,C000948-3,rep,1925-12-07,1927-03-04,NY,30,,Republican,,,,,,,,,,
D000050,3,D000050-3,rep,1941-01-03,1943-01-03,VA,2,,Democrat,,,,,,,,,,
D000480,3,D000480-3,rep,1935-01-03,1937-01-03,MS,2,,Democrat,,,,,,,,,,
D000536,3,D000536-3,rep,1939-01-03,1941-01-03,MO,3,,Democrat,,,,,,,,,,
E000051,3,E000051-3,rep,1939-01-03,1941-01-03,WV,3,,Democrat,,,,,,,,,,
F000001,3,F000001-3,rep,1939-01-03,1941-01-03,PA,25,,Democrat,,,,,,,,,,
F000258,3,F000258-3,rep,1941-01-03,1943-01-03,MS,4,,Democrat,,,,,,,,,,
G000118,3,G000118-3,rep,1941-01-03,1943-01-03,WI,10,,Progressive,,,,,,,,,,
G000141,3,G000141-3,sen,1935-01-03,1941-01-03,RI,,1,Democrat,,,,,,,,,,
H000026,3,H000026-3,rep,1937-01-05,1939-01-03,PA,22,,Democrat,,,,,,,,,,
H000294,3,H000294-3,rep,1939-01-03,1941-01-03,OH,14,,Democrat,,,,,,,,,,
H000423,3,H000423-3,rep,1939-01-03,1941-01-03,MA,8,,Democrat,,,,,,,,,,
H000600,3,H000600-3,rep,1939-01-03,1941-01-03,WA,4,,Democrat,,,,,,,,,,
I000010,3,I000010-3,rep,1941-01-03,1943-01-03,OH,18,,Democrat,,,,,,,,,,
J000132,3,J000132-3,rep,1937-01-05,1939-01-03,WV,4,,Democrat,,,,,,,,,,
J000140,3,J000140-3,sen,1935-01-03,1941-01-03,CA,,1,Republican,,,,,,,,,,
K000214,3,K000214-3,rep,1941-01-03,1943-01-03,HI,0,,Republican,,,,,,,,,,
K000303,3,K000303-3,rep,1939-01-03,1941-01-03,IL,8,,Democrat,,,,,,,,,,
K000321,3,K000321-3,rep,1939-01-03,1941-01-03,CA,13,,Democrat,,,,,,,,,,
